id,original_title,title,original_language,overview,release_date,popularity,vote_average,budget,revenue,runtime,genre_names,collection,collection_name,release_year,release_month,release_day
3079,The Curse of Frankenstein,The Curse of Frankenstein,en,baron victor frankenstein discovered life's secret unleashed blood-curdling chain events resulting creation: cursed creature horrid face — tendency kill.,1957-05-20,9.196,6.8,270000,8000000,83,"Horror, Science Fiction",123720.0,Frankenstein (Hammer) Collection,1957,5,20
8461,Funny Games,Funny Games,en,"ann, husband george, son georgie arrive holiday home visited pair polite seemingly pleasant young men. armed deceptively sweet smiles some golf clubs, proceed terrorize torture tight-knit clan, giving until day survive.",2008-03-14,9.149,6.6,15000000,7938872,111,"Drama, Horror, Thriller",,,2008,3,14
92182,Silent House,Silent House,en,"sarah returns father uncle fix family's longtime summerhouse violated squatters off-season. work dark, sarah begins hear sounds within walls boarded-up building. although barely remembers place, sarah senses past may still haunt home.",2011-01-21,9.144,5.5,2000000,13101672,85,"Horror, Mystery",,,2011,1,21
10349,The Dark Half,The Dark Half,en,"thad beaumont author highly successful series violent pulp thrillers written under pseudonym ‘george stark’, decides ‘kill-off’ alter-ego mock ceremony, precipitates string sadistic murders matching those pulp novels, which soon discovered work stark himself. looking like maniacal version counterpart, stark not so willing quit writing game – even if means coming thad's wife baby.",1993-04-23,9.139,6.0,15000000,10611160,122,"Horror, Mystery",,,1993,4,23
462115,Dead Trigger,Dead Trigger,en,"2021 - 5 years outbreak mysterious virus turned humans bloodthirsty, undead beasts much world’s population been decimated. governments were unable keep disease bay, contagion special unit formed toughest soldiers best specialists fight infected. because rapidly decreasing number soldiers, popular online video game dead trigger mirrors terrifying events created. best efforts gamers monitored csu recruit highest rated zombie killers. young recruits called “dead triggers”. movie follows group young recruits must travel origin outbreak find missing team scientists were searching cure.",2017-07-19,9.111,3.8,10000000,151493,92,"Action, Horror",,,2017,7,19
11342,Warlock,Warlock,en,"17th century new england, witch hunter giles redferne captures evil warlock, conjurer eludes death supernatural help. flung future, warlock winds 1980s plans bring about end world. redferne follows enchanter modern era continues mission, runs trouble such unfamiliar surroundings. help young woman, can redferne finally defeat warlock?",1989-06-01,9.103,6.3,7000000,9094451,103,"Adventure, Comedy, Fantasy, Horror",87536.0,Warlock Collection,1989,6,1
11662,キャシャーン,Casshern,ja,"fifty years war between great eastern federation europa - now merged eurasia - taken toll planet earth. result use biological, chemical nuclear weapons, much earth become uninhabitable people become prey new diseases. professor azuma's ""neo-cell"" project, which supposed answer mankind's hardships, becomes nightmare come true mutants spawned experiment escape declare war human race. azuma's son tetsuya, killed during previous war, reborn cyborg casshern mankind's last hope against new mutant threat. live-action sci-fi movie based 1973 japanese animé same name.",2004-04-24,9.091,5.9,6000000,12353768,141,"Drama, Horror, Science Fiction",,,2004,4,24
15434,Seed,Seed,en,"surviving electric chair, convicted serial killer max seed buried alive. digs himself grave goes killing spree. taking revenge men put there random unfortunates alike.",2007-04-27,9.072,3.9,10000000,155362,90,Horror,285879.0,Seed Collection,2007,4,27
11217,Club Dread,Club Dread,en,serial killer interrupts fun swanky coconut pete's coconut beach resort -- hedonistic island paradise swingers --- it's club's staff stop violence ... or least hide it!,2004-02-27,9.049,5.2,8500000,5001655,104,"Comedy, Horror",,,2004,2,27
10093,The Return,The Return,en,"joanna mills successful career feels personal life spinning control. few friends, estranged father, crazy ex-boyfriend stalking her. joanna begins having terrifying visions woman's murder, seems killer's target. determined solve mystery escape apparent fate, joanna follows visions victim's hometown finds some secrets just do not stay buried.",2006-11-10,9.036,5.9,15000000,11992014,85,"Drama, Horror, Thriller",,,2006,11,10
193612,The Quiet Ones,The Quiet Ones,en,"university student some classmates recruited carry private experiment -- create poltergeist. subject: alluring, dangerously disturbed young woman. quest: explore dark energy damaged psyche might manifest. experiment unravels along sanity, rogue phd students, led determined professor, soon confronted terrifying reality: triggered unspeakable force power beyond all explanation.",2014-04-01,8.974,5.1,200000,17834867,98,Horror,,,2014,4,1
24924,Night of the Demons,Night of the Demons,en,"while conducting seance during halloween party, high-school seniors unlock demon remains locked crematorium.",1988-10-14,8.963,6.2,1200000,3109904,90,Horror,136218.0,Night of the Demons Collection,1988,10,14
39154,The Giant Spider Invasion,The Giant Spider Invasion,en,"black hole hits north wisconsin opens door other dimensions. giant 15 meter spiders emerge it, appetite human flesh! dr. jenny langer dr. vance nasa try save world.",1975-10-01,8.957,4.1,300000,15000000,84,"Horror, Science Fiction",,,1975,10,1
15423,Snoop Dogg's Hood of Horror,Snoop Dogg's Hood of Horror,en,hip hop horror anthology three tales terror told hound hell (snoop dogg) revolve around residents inner-city neighborhood whose actions determine where go afterlife.,2006-06-27,8.951,4.7,5000000,25900,85,"Comedy, Horror",,,2006,6,27
11347,The Lair of the White Worm,The Lair of the White Worm,en,"remote corner england's peak district, mysterious skull unearthed. even weirder lady sylvia steals skull use worshiping – very erotically – pagan god, white worm, hungers taste virginal flesh.",1988-09-21,8.95,5.9,2500000,1189315,93,"Comedy, Fantasy, Horror",,,1988,9,21
254472,Stung,Stung,en,fancy garden party turns upper class prey colony killer wasps mutates seven foot tall predators.,2015-07-03,8.903,5.3,2500000,71085,87,"Comedy, Horror, Science Fiction",,,2015,7,3
3072,Frankenstein Unbound,Frankenstein Unbound,en,"ultimate weapon, claimed safe mankind, produces global side-effects including time slides disappearances. scientist behind project car zapped year 2031 1817 switzerland where meets dr. victor frankenstein, mary shelley others.",1990-11-02,8.886,5.5,11500000,334748,82,"Horror, Science Fiction",,,1990,11,2
78381,Twixt,Twixt,en,declining writer arrives small town where gets caught murder mystery involving young girl.,2011-09-10,8.875,4.9,7000000,1300000,89,"Fantasy, Horror, Mystery",,,2011,9,10
9540,Dead Ringers,Dead Ringers,en,"elliot, successful gynecologist, works same practice identical twin, beverly. elliot attracted many patients affairs them. inevitably loses interest, give over beverly, meeker two, without knowing difference. beverly falls hard patients, claire, inadvertently deceives him, slips state madness.",1988-09-23,8.842,7.2,13000000,8038508,115,"Horror, Thriller",,,1988,9,23
13006,Split Second,Split Second,en,"flooded future london, detective harley stone (rutger hauer) hunts serial killer murdered partner haunted ever since. soon discovers what hunting might not human.",1992-05-01,8.818,5.9,7000000,5430822,90,"Horror, Science Fiction",,,1992,5,1
11380,Bones,Bones,en,"over 20 years death, local legend benefactor jimmy bones returns ghost avenge those killed restore neighborhood",2001-10-24,8.809,4.7,10000000,7316658,96,"Horror, Thriller",,,2001,10,24
10988,Diabolique,Diabolique,en,"wife mistress cruel school master collaborate carefully planned executed scheme murder him. plan goes well until body, which been strategically dumped, disappears. psychological strain starts weigh women retired police investigator begins looking man's disappearance whim.",1996-03-22,8.808,5.5,45000000,52400000,107,"Horror, Mystery, Thriller",,,1996,3,22
29095,Waxwork,Waxwork,en,"wealthy slacker college student mark, new girlfriend sarah, friends invited special showing mysterious wax museum which displays 18 most evil men all time. ex-girlfriend another friend disappear, mark becomes suspicious.",1988-06-17,8.783,6.2,3000000,808114,95,"Comedy, Horror",126220.0,Waxwork Collection,1988,6,17
11056,Darkness,Darkness,en,"teenage girl moves remote countryside house family, only discover gloomy new home horrifying past threatens destroy family.",2002-10-11,8.776,5.7,10600000,12241855,102,Horror,,,2002,10,11
49763,Bad Moon,Bad Moon,en,"man's struggle contain curse hides within... last-ditch attempt free himself love family. looks if losing battle, endangering all holds most dear, family dog, thor, last hope family's survival... end werewolf curse.",1996-11-01,8.762,6.8,7000000,1100000,80,Horror,,,1996,11,1
29787,Monkey Shines,Monkey Shines,en,"quadriplegic given trained monkey help every day activities, until little monkey begins develop feelings, rage, against its new master those get too close him.",1988-07-29,8.756,6.2,7000000,5344577,113,"Drama, Horror, Science Fiction, Thriller",,,1988,7,29
214209,숨바꼭질,Hide and Seek,ko,"sung-soo everything could want: beautiful wife children, comfortable home luxury car, plenty money bank. learns estranged brother, sung-chul, gone missing, haunting memories troubled past urge visit brother’s apartment search answers.",2013-08-14,8.753,6.5,1900000,35461505,107,"Horror, Thriller",,,2013,8,14
54433,ガメラ 大怪獣空中決戦,Gamera: Guardian of the Universe,ja,"ship runs aground mysterious atoll leading investigation insurance representative kusanagi, discovers ancient bead gives daughter asagi. meanwhile, ornithologist nagamine investigates reports new species large bird named gyaos. gyaos begin attack, ancient guardian bond asagi emerges.",1995-03-11,8.725,7.7,4500000,16000000,96,"Adventure, Fantasy, Horror, Science Fiction",657313.0,Gamera (Heisei) Collection,1995,3,11
29056,The Raven,The Raven,en,magician been turned raven turns former sorcerer help.,1963-01-25,8.715,6.4,350000,1499275,86,"Comedy, Fantasy, Horror",,,1963,1,25
43931,My Soul to Take,My Soul to Take,en,serial killer returns hometown stalk seven children share same birthday date allegedly put rest.,2010-10-08,8.695,5.6,25000000,21500813,107,"Drama, Horror, Mystery",,,2010,10,8
49158,Tentacoli,Tentacles,en,"several people disappear sea. bodies found gnawed skeleton, even marrow missing. scientists no idea which animal could do such things. dr. turner begins suspect company which builds tunnel beneath bay might poisoned environment caused octopus mutate giant dimensions...",1977-02-25,8.693,4.8,750000,3000000,102,"Action, Adventure, Horror, Science Fiction",,,1977,2,25
14353,Repo! The Genetic Opera,Repo! The Genetic Opera,en,"year 2056, epidemic organ failures devastated planet. megacorporation geneco provides organ transplants payment plan - those can’t fulfill plans organs repossessed. midst this, sickly teenager discovers shocking secret about herself, father, connection geneco.",2008-07-18,8.683,6.3,8500000,188126,98,"Horror, Music, Science Fiction",,,2008,7,18
11905,The Company of Wolves,The Company of Wolves,en,"adaptation angela carter's fairy tales. young rosaleen dreams village dark woods, where granny tells cautionary tales which innocent maidens tempted wolves hairy inside. rosaleen grows womanhood, wolves come too?",1984-09-21,8.635,6.4,2000000,4389334,95,"Fantasy, Horror",,,1984,9,21
7091,Vampire's Kiss,Vampire's Kiss,en,"publishing executive visited bitten vampire starts exhibiting erratic behavior. pushes secretary extremes tries come terms affliction. vampire continues visit drink blood, madness deepens, begins look if some events he's experiencing may hallucinations.",1988-09-17,8.615,5.9,2000000,725131,103,"Comedy, Horror",,,1988,9,17
10342,Teaching Mrs. Tingle,Teaching Mrs. Tingle,en,"leanne salutatorian needs valedictorian get scholarship harvard. only class worse than leader history, taught mrs. tingle, teacher hates her. attempt get ahead mrs. tingle's class goes awry, mayhem ensues friendships, loyalties trust tested teacher's intricate mind-games.",1999-08-11,8.599,5.5,13000000,8946237,96,"Comedy, Crime, Horror",,,1999,8,11
28902,In Dreams,In Dreams,en,"suburban housewife learns psychic connections serial killer, can predict person's motives through dreams.",1999-01-15,8.577,5.4,30000000,12017369,100,"Horror, Mystery, Thriller",,,1999,1,15
27429,Shivers,Shivers,en,"residents suburban high-rise apartment building being infected strain parasites turn mindless, sex-crazed fiends infect others slightest sexual contact.",1975-10-10,8.535,6.3,179000,1000000,88,Horror,,,1975,10,10
9095,Mary Reilly,Mary Reilly,en,"housemaid falls love dr. jekyll darkly mysterious counterpart, mr. hyde.",1996-02-23,8.516,5.9,47000000,12379402,104,"Drama, History, Horror, Thriller",,,1996,2,23
28774,Communion,Communion,en,novelist's wife son see changed apparent encounter aliens mountains.,1989-11-10,8.498,5.3,5000000,1919653,103,"Drama, Horror, Science Fiction, Thriller",,,1989,11,10
18724,Attack of the 50 Foot Woman,Attack of the 50 Foot Woman,en,"abused wife grows giant size because alien encounter aborted murder attempt, goes cheating husband revenge mind.",1958-05-18,8.455,4.7,88000,480000,65,"Horror, Science Fiction",,,1958,5,18
24808,Something Wicked This Way Comes,Something Wicked This Way Comes,en,"small american town, diabolical circus arrives, granting wishes townsfolk, twisted only esteemed mr. dark can make them. can young boys overcome worst devil himself can deal out?",1983-04-29,8.431,6.5,19000000,5656087,95,"Fantasy, Horror, Mystery, Thriller",,,1983,4,29
26178,Razorback,Razorback,en,australian outback vicious wild boar kills causes havoc small community.,1984-04-19,8.422,5.7,5500000,801000,95,Horror,,,1984,4,19
29159,Giallo,Giallo,it,"torino, celine, american model, abducted taxi driver while en route home meet sister linda, visiting apartment. morning, linda reports celine missing - sergeant charge directs f.b.i. agent inspector enzo avolfi. he's special new york city department investigating serial-killer kidnaps foreigners destroy beauty. japanese found nearby fountain, enzo linda find girl calling abductor's skin ""yellow"" color linda concludes guy might jaundice. go policlinic di torino find killer.",2010-03-13,8.37,4.1,14000000,50113,92,"Crime, Horror, Mystery, Thriller",,,2010,3,13
11345,The Zodiac,The Zodiac,en,"elusive serial killer known zodiac terrorizes san francisco bay late 1960s, while detectives aim stop before claims more victims. based true story.",2005-07-31,8.358,5.5,1000000,86872,92,"Crime, Drama, Horror, Thriller",,,2005,7,31
14098,100 Feet,100 Feet,en,"marnie watson kills abusive husband self-defense, condemned house arrest... only discover house possessed enraged violent spirit dead husband.",2008-07-22,8.34,5.5,10000000,1415804,105,"Horror, Thriller",,,2008,7,22
10299,"Hush... Hush, Sweet Charlotte","Hush... Hush, Sweet Charlotte",en,"aging, reclusive southern belle plagued horrifying family secret descends madness arrival lost relative.",1964-12-15,8.286,7.3,2200000,4000000,133,"Drama, Horror, Mystery",,,1964,12,15
38033,Chain Letter,Chain Letter,en,"six friends receive mysterious chain letter via text messaging email accounts maniac who's hunting teenagers fail forward online chain letter. knew should take threats chain letter seriously? or chain letters using teens' favorite technologies track can kill? maniacal game pits friend against friend race beat rules seem impossible escape. break chain, lose life. do you pass on? does friendship mean anything?",2010-10-01,8.223,4.4,5000000,143000,96,"Horror, Thriller",,,2010,10,1
334394,Baskın: Karabasan,Baskin,tr,feature length version 2013 turkish short film about police making horrifying discovery apartment building.,2015-12-31,8.164,5.8,350000,318155,97,Horror,,,2015,12,31
15749,While She Was Out,While She Was Out,en,suburban housewife forced fend herself becomes stranded desolate forest four murderous thugs.,2008-10-27,8.163,5.3,6000000,498088,86,"Drama, Horror, Thriller",,,2008,10,27
74899,The Fan,The Fan,en,"record store clerk obsessed fan actress stage screen. however, faced rejection, fan strikes increasingly violent ways.",1981-05-15,8.105,6.1,10000000,3100000,95,"Drama, Horror, Thriller",,,1981,5,15
28172,Blood Feast,Blood Feast,en,"sleepy suburbs miami, seemingly normal egyptian immigrant fuad ramses (mal arnold) runs successful catering business. also murders young women plans use body parts revive goddess ishtar. insane ramses hypnotizes socialite order land job catering party debutante daughter, suzette fremont (connie mason), turns event evening gruesome deaths, bloody dismemberment ritual sacrifice.",1963-07-06,8.102,4.7,24500,4000000,67,Horror,519018.0,Blood Feast Collection,1963,7,6
10790,The Abandoned,The Abandoned,en,"marie, film producer, returns native russia find birth parents. quickly learns dead, inherited long-empty farmhouse. farm, meets nicolai, claims twin brother. events take terrifying turn spot pair ghastly doppelgangers house itself seems propel toward fate should met 40 years earlier.",2006-09-11,8.097,5.5,3000000,4529892,99,"Horror, Thriller",,,2006,9,11
39468,ゴジラ×メガギラス G消滅作戦,Godzilla vs. Megaguirus,ja,"alternate timeline original godzilla never defeated repeatedly reemerges feed japan's energy sources. new inter-dimensional weapon called dimension tide created intent eliminating godzilla. however, new weapon might also serve gateway something far more sinister.",2000-11-03,8.077,6.7,8300000,11068800,105,"Action, Adventure, Horror, Science Fiction",374512.0,Godzilla (Millennium) Collection,2000,11,3
50204,Burke & Hare,Burke & Hare,en,19th-century opportunists become serial killers so can maintain profitable business supplying cadavers anatomist.,2010-10-29,8.034,6.1,10000000,4791599,91,"Comedy, History, Horror, Thriller",,,2010,10,29
60159,ガメラ3 邪神＜イリス＞覚醒,Gamera 3: Revenge of Iris,ja,"gyaos re-emerging, gamera's ties humanity been severed bond asagi broken. nagamine asagi investigate while orphaned girl named ayana discovers new creature names iris. nagamine asagi must reach ayana before takes revenge gamera, blames death family.",1999-03-06,8.026,7.6,6000000,15000000,108,"Fantasy, Horror, Science Fiction",657313.0,Gamera (Heisei) Collection,1999,3,6
9306,The Island of Dr. Moreau,The Island of Dr. Moreau,en,shipwrecked sailor stumbles upon mysterious island shocked discover brilliant scientist lab assistant found way combine human animal dna—with horrific results.,1996-08-23,8.017,4.8,40000000,49627779,96,"Fantasy, Horror, Science Fiction",,,1996,8,23
27303,Hideaway,Hideaway,en,"hatch harrison, wife, lindsey, daughter, regina, enjoying pleasant drive car crash leaves wife daughter unharmed kills hatch. however, ingenious doctor, jonas nyebern, manages revive hatch lifeless hours. hatch does not come back unchanged. begins suffer horrible visions murder -- only find visions sights serial killer.",1995-03-03,7.971,5.2,15000000,12201255,103,"Drama, Horror, Thriller",,,1995,3,3
10900,Surveillance,Surveillance,en,fbi agent tracks serial killer help three would-be victims - all whom wildly different stories tell.,2008-02-08,7.951,5.9,3500000,1138322,97,"Horror, Mystery, Thriller",,,2008,2,8
10263,Tamara,Tamara,en,"tamara, unattractive girl picked peers, returns death sexy seductress enact revenge.",2005-05-12,7.94,5.2,4750000,206871,98,"Fantasy, Horror, Thriller",,,2005,5,12
42149,The Hand,The Hand,en,"jon lansdale comic book artist loses right hand car accident. hand not found scene accident, soon returns itself follow jon around, murder those anger him.",1981-04-24,7.911,6.0,6500000,566736,104,"Horror, Thriller",,,1981,4,24
19237,Kill Theory,Kill Theory,en,"whilst celebrating graduation secluded vacation home, group college students find themselves targeted sadistic killer forces play deadly game killing another order survive.",2009-10-07,7.822,5.3,6000000,397941,82,"Horror, Mystery, Thriller",,,2009,10,7
31915,Prophecy,Prophecy,en,"dispute occurs between logging operation nearby native american tribe, dr. robert verne wife, maggie, sent mediate. chief john hawks insists loggers poisoning water supply, and, though company isley denies it, vernes can't ignore strangely mutated wildlife roaming woods. robert captures bear cub testing soon finds himself target angry mutant grizzly.",1980-02-02,7.779,5.5,12000000,54000000,102,"Horror, Science Fiction",,,1980,2,2
11607,DeepStar Six,DeepStar Six,en,crew experimental underwater nuclear base forced struggle lives explorations disturb creature threatens destroy base.,1989-01-13,7.769,5.5,8000000,8143225,105,"Action, Horror, Science Fiction, Thriller",,,1989,1,13
35073,"The Beast from 20,000 Fathoms","The Beast from 20,000 Fathoms",en,controlled explosion atomic bomb arctic circle awakens frozen dinosaur wreak havoc new york city.,1953-06-13,7.758,6.7,210000,5000000,80,"Drama, Horror, Science Fiction",,,1953,6,13
34223,Vamp,Vamp,en,"fraternity pledges go sleazy bar search stripper college friends, unaware occupied vampires.",1986-07-18,7.719,6.0,3300000,4941117,93,"Comedy, Horror",,,1986,7,18
59797,Bad Dreams,Bad Dreams,en,"unity field, ""free love"" cult '70s, mostly remembered its notorious mass suicide led harris, its charismatic leader. while all members supposed burn fire together, young cynthia spared chance. years later, nightmare unity field remains buried mind. those around cynthia start killing themselves, begins having visions harris, may forced confront past -- before confronts her.",1988-04-08,7.696,5.7,4000000,9797098,86,"Horror, Thriller",,,1988,4,8
16191,Highway to Hell,Highway to Hell,en,"charlie rachel run away home get married las vegas. get attacked zombie takes rachel hell, where become satan's brides",1991-11-21,7.654,6.0,9000000,26055,94,"Action, Comedy, Fantasy, Horror",,,1991,11,21
40095,Dead Heat,Dead Heat,en,"lapd police officer, roger mortis killed while arresting zombies been reanimated head dante laboratories order carry violent armed robberies.",1988-05-06,7.59,6.1,5000000,3588626,86,"Action, Horror, Science Fiction, Thriller",,,1988,5,6
17796,Freaked,Freaked,en,"vain actor, best friend, activist end mutant freak farm run weirdo scientist.",1993-09-11,7.553,6.0,13000000,29296,80,"Comedy, Horror, Science Fiction",,,1993,9,11
375742,Córki dancingu,The Lure,pl,"mermaid sisters, end performing nightclub, face cruel bloody choices falls love beautiful young man.",2015-12-25,7.543,6.3,1300000,102986,93,"Fantasy, Horror, Music",,,2015,12,25
43089,Roadgames,Roadgames,en,truck driver plays cat-and-mouse game mysterious serial killer uses young female hitchhiker bait lure victims desolate australian highway.,1981-02-27,7.397,6.5,1750000,100000,101,"Horror, Mystery, Thriller",,,1981,2,27
30315,Kingdom of the Spiders,Kingdom of the Spiders,en,"investigating mysterious deaths number farm animals, vet rack hansen discovers town lies path hordes migrating tarantulas. before can take action, streets overrun killer spiders, trapping small group townsfolk remote hotel.",1977-08-24,7.361,5.6,500000,17000000,97,"Horror, Science Fiction",,,1977,8,24
56812,Balada triste de trompeta,The Last Circus,es,"journey javier, obese sad clown, starts during childhood midst spanish civil war 1937. father, spain’s most prominent jesters, detained tortured fascist regime.",2010-12-17,7.349,6.6,7000000,3604598,101,"Adventure, Comedy, Drama, Horror, Thriller",,,2010,12,17
15158,Phantasm II,Phantasm II,en,"mike, release psychiatric hospital, teams old pal reggie hunt tall man, again. mysterious, beautiful girl also become part mike's dreams, must find before tall does.",1988-07-08,7.347,6.3,3000000,7282851,97,"Action, Horror, Science Fiction, Thriller",47770.0,Phantasm Collection,1988,7,8
10725,Wolfen,Wolfen,en,city cop assigned solve bizarre set violent murders where appears victims were killed animals. pursuit learns indian legend about wolf spirits.,1981-07-24,7.283,5.9,17000000,10626725,115,"Horror, Mystery",,,1981,7,24
27791,Strangeland,Strangeland,en,"pierced tattooed sadist, captain howdy, trolls internet naive teens, luring home torture defile them. howdy kidnaps tortures daughter police detective mike gage, caught. deemed insane, sent asylum released soon after, seemingly better. however, gage knows only matter time before howdy strikes again, he's ready unleash own form retribution time comes.",1998-10-02,7.256,4.7,1100000,631221,86,Horror,,,1998,10,2
40469,Final Exam,Final Exam,en,"small college north carolina, only select few students left take mid terms. but, killer strikes, could everyone's final exam.",1981-06-05,7.194,4.9,374000,3000000,90,Horror,,,1981,6,5
47955,White Dog,White Dog,en,trainer attempts retrain vicious dog that’s been raised kill black people.,1982-07-07,7.163,6.7,8000000,46509,90,"Drama, Horror",,,1982,7,7
14125,Captivity,Captivity,en,"sought-after images top model jennifer adorn magazine covers billboards worldwide. alone charity event, abducted incarcerated cell another prisoner. captor subjects torture, commit escaping chamber horrors before they're killed.",2007-03-09,7.116,4.9,17000000,10921200,96,"Crime, Horror, Thriller",,,2007,3,9
48311,Parasite,Parasite,en,"paul dean created deadly parasite now attached stomach. female companion, patricia welles, must find way destroy while also trying avoid ricus, rednecks, evil government agent named merchant.",1982-03-12,7.085,4.8,800000,7000000,85,"Horror, Science Fiction",,,1982,3,12
48309,Prison,Prison,en,"charles forsyth sent electric chair crime didn't commit, forever haunts prison where executed. flash forward several years prison reopened, under control its new warden eaton sharpe, former security guard framed charlie. prisoners ordered break wall execution room, unknowingly release angry spirit charles forsyth, powerful being distributing murderous rage all, leading warden himself.",1988-03-04,7.081,5.9,4000000,354704,102,"Crime, Horror, Thriller",,,1988,3,4
1248,Hannibal Rising,Hannibal Rising,en,"story early, murderous roots cannibalistic killer, hannibal lecter – hard-scrabble lithuanian childhood, where witnesses repulsive lengths which hungry soldiers go satiate themselves, through sojourn france, where med student hones appetite kill.",2007-02-06,7.051,6.2,50000000,82169884,121,"Crime, Drama, Horror, Thriller",9743.0,The Hannibal Lecter Collection,2007,2,6
29143,Eyes of Laura Mars,Eyes of Laura Mars,en,famous fashion photographer develops disturbing ability see through eyes serial killer.,1978-08-02,7.017,5.8,7000000,20000000,104,"Drama, Horror, Mystery, Thriller",,,1978,8,2
577028,Девятая,The Ninth,ru,"petersburg end 19th century embraced massive enthusiasm occult sciences esotericism. british medium olivia reed arrives capital russian empire tour gathers crowds people public spiritualistic sessions. time, series ritual mysterious murders takes place city. girls abducted streets, mutilated bodies found various parts city. investigation carried young police officer rostov assistant ganin. each new victim, things becoming more confused. suspicion leads rostov olivia, decides turn hope genuine or imaginary ability summon spirits dead can help get trail killer.",2019-11-07,6.993,6.7,7000000,958558,99,"Crime, Horror, Mystery, Thriller",,,2019,11,7
89691,ATM,ATM,en,"leaving company christmas party together, david hargrove emily brandt’s impromptu first date takes unexpected turn coworker, corey, asks make late-night stop atm. what should routine transaction turns desperate struggle survival unknown appears outside vestibule. wintry temperatures dipping below freezing, morning sunrise still hours away, no choice play man’s deadly game cat-and-mouse.",2012-02-17,6.951,5.0,3000000,921752,91,"Horror, Thriller",,,2012,2,17
10929,Willard,Willard,en,"desperate companionship, repressed willard befriends group rats inhabit late father's deteriorating mansion. these furry creatures, willard finds temporary refuge daily abuse hands bedridden mother father's old partner, frank. soon becomes clear brood rodents ready willing exact vicious, deadly revenge anyone dares bully sensitive new master.",2003-03-14,6.905,6.1,22000000,8564586,100,"Drama, Horror, Thriller",,,2003,3,14
25035,The Zombie Diaries,The Zombie Diaries,en,"early part 21st century, unknown virus began spreading among populous. within weeks had engulfed entire planet, smallest communities greatest cities. upon death its host, virus would reanimate corpse until no longer able support itself. soon planet infested new threat - undead. so begins our journey dystopian world zombie diaries.",2006-10-29,6.905,4.4,9300,2000000,81,"Action, Horror, Thriller",117965.0,The Zombie Diaries Collection,2006,10,29
184219,พี่มาก..พระโขนง,Pee Mak,th,"mak's friends just want protect him, wife nak won't let small thing like own death get way true love horror-comedy.",2013-03-28,6.88,7.2,1800000,33000000,111,"Comedy, Horror, Romance",,,2013,3,28
27475,The Slumber Party Massacre,The Slumber Party Massacre,en,"18-year-old high school girl left home parents decides slumber party. meanwhile, mass murderer propensity power tools escaped prison, eventually makes way party where guests begin dropping off one.",1982-11-12,6.831,5.6,220000,3600000,77,Horror,138971.0,The Slumber Party Massacre Collection,1982,11,12
71679,Resident Evil: Retribution,Resident Evil: Retribution,en,"umbrella corporation’s deadly t-virus continues ravage earth, transforming global population legions flesh eating undead. human race’s last only hope, alice, awakens heart umbrella’s most clandestine operations facility unveils more mysterious past delves further complex. without safe haven, alice continues hunt those responsible outbreak; chase takes tokyo new york, washington, d.c. moscow, culminating mind-blowing revelation force rethink everything once thought true. aided new found allies familiar friends, alice must fight survive long enough escape hostile world brink oblivion. countdown begun.",2012-09-12,6.804,5.8,65000000,240159255,95,"Action, Horror, Science Fiction",17255.0,Resident Evil Collection,2012,9,12
831,This Island Earth,This Island Earth,en,"aliens landed hiding earth, need earth’s scientists help fight inter-planetary war.",1955-06-01,6.78,5.9,800000,1700000,87,"Adventure, Horror, Science Fiction",,,1955,6,1
684684,Shortcut,Shortcut,en,group five classmates trapped inside school bus mysterious creature invade road. time runs every passing minute decreases survival chances against constant threats unknown entity.,2020-09-25,6.728,5.8,1400000,769563,80,"Adventure, Fantasy, Horror",,,2020,9,25
19483,It Came from Outer Space,It Came from Outer Space,en,"author & amateur astronomer john putnam schoolteacher ellen fields witness enormous meteorite come near small town arizona, putnam becomes local object scorn when, examining object close, announces spacecraft, inhabited...",1953-06-05,6.642,6.4,800000,1600000,81,"Horror, Science Fiction",,,1953,6,5
12653,Romasanta,Romasanta: The Werewolf Hunt,en,"terror stalking land: people disappearing daily, bodies appearing covered savage gashes coupled precise surgical cuts. legend 'werewolf allariz' spreads across land like wildfire. barbara (elsa pataky) falls love travelling vendor manuel romasanta, first besotted - soon begins suspicious him. what happened sister, - being escorted romasanta city - seems disappeared forever.",2004-05-13,6.611,5.1,4500000,432671,90,"Action, Horror",,,2004,5,13
1961,My Name Is Bruce,My Name Is Bruce,en,b movie legend bruce campbell mistaken character ash evil dead trilogy forced fight real monster small town oregon.,2007-10-01,6.494,5.9,1500000,173066,86,"Comedy, Fantasy, Horror",,,2007,10,1
543915,The Boat,The Boat,en,lone fisherman daily run finds himself lost thick fog which proves impossible navigate. worst yet come encounter seemingly abandoned sailboat becomes fight survival against enemy unknown.,2019-02-22,6.489,5.3,5000000,98559,89,"Horror, Mystery, Thriller",,,2019,2,22
41374,The First Power,The First Power,en,"dedicated l.a. police detective female psychic must stop demonic serial killer given powers resurrection, teleportation possession.",1990-04-06,6.447,5.7,10000000,22424195,98,"Crime, Horror, Thriller",,,1990,4,6
24103,Haunted Honeymoon,Haunted Honeymoon,en,"larry abbot, speaker radio horror shows manhattan mystery theater wants marry. marriage takes fiancée home castle where grew among eccentric relatives. uncle decides needs cured neurotic speech defect exaggerated bursts fear: gives shock therapy palace ghosts.",1986-07-25,6.441,5.4,13000000,8033397,82,"Comedy, Drama, Horror, Music, Mystery",,,1986,7,25
